term,is_vocab_term,confidence_score,original_url,preferred_label,alternative_label
mining,FALSE,0.98,https://soilwise-he.github.io/soil-health#Mining,mining,
mismanaged orchards,FALSE,0.98,https://soilwise-he.github.io/soil-health#MismanagedOrchards,mismanaged orchards,
mismanaged vineyards,FALSE,0.98,https://soilwise-he.github.io/soil-health#MismanagedVineyards,mismanaged vineyards,
mites,TRUE,0.95,https://soilwise-he.github.io/soil-health#Mites,mites,
mobility,FALSE,0.8,https://soilwise-he.github.io/soil-health#Mobility,mobility,
model validation,FALSE,0.95,https://soilwise-he.github.io/soil-health#ModelValidation,model validation,
modelling,FALSE,0.95,https://soilwise-he.github.io/soil-health#Modelling,modelling,
modelling approaches,FALSE,0.9,https://soilwise-he.github.io/soil-health#ModellingApproaches,modelling approaches,
moderate soil organic carbon content,FALSE,1,https://soilwise-he.github.io/soil-health#ModerateSoilOrganicCarbonContent,moderate soil organic carbon content,
modern PPP concentrations,FALSE,0.87,https://soilwise-he.github.io/soil-health#ModernPPPConcentrations,modern PPP concentrations,
modern PPPs,FALSE,0.85,https://soilwise-he.github.io/soil-health#ModernPPPs,modern PPPs,new PPPs
molecular sequencing techniques,FALSE,0.9,https://soilwise-he.github.io/soil-health#MolecularSequencingTechniques,molecular sequencing techniques,
molybdenum,TRUE,0.95,https://soilwise-he.github.io/soil-health#Molybdenum,molybdenum,
monitored heavy metals,FALSE,0.93,https://soilwise-he.github.io/soil-health#MonitoredHeavyMetals,monitored heavy metals,
monitored nutrients,FALSE,0.92,https://soilwise-he.github.io/soil-health#MonitoredNutrients,monitored nutrients,
monitoring approaches,FALSE,0.9,https://soilwise-he.github.io/soil-health#MonitoringApproaches,monitoring approaches,
monitoring scheme,FALSE,0.95,https://soilwise-he.github.io/soil-health#MonitoringScheme,monitoring scheme,
morphological soil parameters,TRUE,0.85,https://soilwise-he.github.io/soil-health#MorphologicalSoilParameters,morphological soil parameters,
mountain areas,FALSE,0.85,https://soilwise-he.github.io/soil-health#MountainAreas,mountain areas,
mountainous areas,FALSE,0.95,https://soilwise-he.github.io/soil-health#MountainousAreas,mountainous areas,
mull humus form,TRUE,0.95,https://soilwise-he.github.io/soil-health#MullHumusForm,mull humus form,
municipality,FALSE,0.95,https://soilwise-he.github.io/soil-health#Municipality,municipality,
N critical levels,FALSE,0.82,https://soilwise-he.github.io/soil-health#NCriticalLevels,N critical levels,
normalised difference vegetation index method,FALSE,0.95,https://soilwise-he.github.io/soil-health#NDVIMethod,normalised difference vegetation index method,NDVI method
N deposition,TRUE,0.92,https://soilwise-he.github.io/soil-health#NDeposition,N deposition,
N dissolution,FALSE,0.85,https://soilwise-he.github.io/soil-health#NDissolution,N dissolution,
N dynamics,FALSE,0.8,https://soilwise-he.github.io/soil-health#NDynamics,N dynamics,
N fertilisation,TRUE,0.85,https://soilwise-he.github.io/soil-health#NFertilisation,N fertilisation,
N fertiliser inputs,TRUE,0.86,https://soilwise-he.github.io/soil-health#NFertiliserInputs,N fertiliser inputs,
N fertiliser recommendations,FALSE,0.97,https://soilwise-he.github.io/soil-health#NFertiliserRecommendations,N fertiliser recommendations,
N immobilisation,TRUE,0.95,https://soilwise-he.github.io/soil-health#NImmobilisation,N immobilisation,
N inputs,TRUE,0.85,https://soilwise-he.github.io/soil-health#NInputs,N inputs,
N leaching,TRUE,0.95,https://soilwise-he.github.io/soil-health#NLeaching,N leaching,
N leaching risk,FALSE,0.88,https://soilwise-he.github.io/soil-health#NLeachingRisk,N leaching risk,
N limitation,FALSE,0.85,https://soilwise-he.github.io/soil-health#NLimitation,N limitation,
N losses,TRUE,0.85,https://soilwise-he.github.io/soil-health#NLosses,N losses,
N mineralisation rate,TRUE,0.93,https://soilwise-he.github.io/soil-health#NMineralisationRate,N mineralisation rate,
N/P ratios,TRUE,0.85,https://soilwise-he.github.io/soil-health#NPRatios,N/P ratios,N:P ratio
N retention capacity,TRUE,0.85,https://soilwise-he.github.io/soil-health#NRetentionCapacity,N retention capacity,
N retention fraction,TRUE,0.92,https://soilwise-he.github.io/soil-health#NRetentionFraction,N retention fraction,
N storage,TRUE,0.85,https://soilwise-he.github.io/soil-health#NStorage,N storage,
N surplus,TRUE,0.9,https://soilwise-he.github.io/soil-health#NSurplus,N surplus,
N target levels,FALSE,0.85,https://soilwise-he.github.io/soil-health#NTargetLevels,N target levels,
N transformation processes,TRUE,0.95,https://soilwise-he.github.io/soil-health#NTransformationProcesses,N transformation processes,
N uptake,TRUE,0.82,https://soilwise-he.github.io/soil-health#NUptake,N uptake,
N weathering,FALSE,0.85,https://soilwise-he.github.io/soil-health#NWeathering,N weathering,
nanoparticles,FALSE,0.8,https://soilwise-he.github.io/soil-health#Nanoparticles,nanoparticles,
national benchmark SOC values,FALSE,0.95,https://soilwise-he.github.io/soil-health#NationalBenchmarkSOCValues,national benchmark SOC values,
national soil mapping,FALSE,0.92,https://soilwise-he.github.io/soil-health#NationalSoilMapping,national soil mapping,
natural areas,FALSE,0.92,https://soilwise-he.github.io/soil-health#NaturalAreas,natural areas,
natural contributors,FALSE,0.85,https://soilwise-he.github.io/soil-health#NaturalContributors,natural contributors,
natural decompression,FALSE,0.8,https://soilwise-he.github.io/soil-health#NaturalDecompression,natural decompression,
natural environment,FALSE,0.95,https://soilwise-he.github.io/soil-health#NaturalEnvironment,natural environment,
natural equilibrium,FALSE,0.85,https://soilwise-he.github.io/soil-health#NaturalEquilibrium,natural equilibrium,
natural factors,FALSE,0.9,https://soilwise-he.github.io/soil-health#NaturalFactors,natural factors,
natural origin,FALSE,0.85,https://soilwise-he.github.io/soil-health#NaturalOrigin,natural origin,
natural processes,FALSE,0.93,https://soilwise-he.github.io/soil-health#NaturalProcesses,natural processes,
natural soils,TRUE,0.8,https://soilwise-he.github.io/soil-health#NaturalSoils,natural soils,
naturally acidic soils,FALSE,0.92,https://soilwise-he.github.io/soil-health#NaturallyAcidicSoils,naturally acidic soils,
naturally occurring,FALSE,0.95,https://soilwise-he.github.io/soil-health#NaturallyOccurring,naturally occurring,
nature,FALSE,1,https://soilwise-he.github.io/soil-health#Nature,nature,
nature of humus constituents,FALSE,0.85,https://soilwise-he.github.io/soil-health#NatureOfHumusConstituents,nature of humus constituents,
N-containing minerals,TRUE,0.9,https://soilwise-he.github.io/soil-health#NcontainingMinerals,N-containing minerals,
nearby housing areas,FALSE,1,https://soilwise-he.github.io/soil-health#NearbyHousingAreas,nearby housing areas,
near-infrared light,FALSE,0.9,https://soilwise-he.github.io/soil-health#NearinfraredLight,near-infrared light,
necromass,TRUE,0.9,https://soilwise-he.github.io/soil-health#Necromass,necromass,
necrosols,TRUE,0.95,https://soilwise-he.github.io/soil-health#Necrosols,necrosols,cultivated soils in cemeteries
needles,FALSE,0.85,https://soilwise-he.github.io/soil-health#Needles,needles,needle
nematode absolute abundance,FALSE,0.95,https://soilwise-he.github.io/soil-health#NematodeAbsoluteAbundance,nematode absolute abundance,
nematode abundance,TRUE,0.9,https://soilwise-he.github.io/soil-health#NematodeAbundance,nematode abundance,
nematode amount,FALSE,0.85,https://soilwise-he.github.io/soil-health#NematodeAmount,nematode amount,
nematode family level,FALSE,0.9,https://soilwise-he.github.io/soil-health#NematodeFamilyLevel,nematode family level,
nematode feeding types,TRUE,0.95,https://soilwise-he.github.io/soil-health#NematodeFeedingTypes,nematode feeding types,
nematode frequency,TRUE,0.85,https://soilwise-he.github.io/soil-health#NematodeFrequency,nematode frequency,
nematode presence,FALSE,0.92,https://soilwise-he.github.io/soil-health#NematodePresence,nematode presence,
nematode relative abundance,TRUE,0.92,https://soilwise-he.github.io/soil-health#NematodeReletiveAbundance,nematode relative abundance,
nematode richness,TRUE,0.9,https://soilwise-he.github.io/soil-health#NematodeRichness,nematode richness,
nematodes,TRUE,0.94,https://soilwise-he.github.io/soil-health#Nematodes,nematodes,
net biome productivity,TRUE,0.9,https://soilwise-he.github.io/soil-health#NetBiomeProductivity,net biome productivity,
net species numbers,FALSE,0.75,https://soilwise-he.github.io/soil-health#NetSpeciesNumbers,net species numbers,
nickel,TRUE,0.95,https://soilwise-he.github.io/soil-health#Nickel,nickel,
N-induced growth increase,FALSE,0.92,https://soilwise-he.github.io/soil-health#NinducedGrowthIncrease,N-induced growth increase,
nitrate,TRUE,0.95,https://soilwise-he.github.io/soil-health#Nitrate,nitrate,
nitrate N,TRUE,0.85,https://soilwise-he.github.io/soil-health#NitrateN,nitrate N,
nitrate nitrogen leaching,TRUE,0.92,https://soilwise-he.github.io/soil-health#NitrateNitrogenLeaching,nitrate nitrogen leaching,
nitrate sorption,TRUE,0.95,https://soilwise-he.github.io/soil-health#NitrateSorption,nitrate sorption,
nitric acid,TRUE,0.85,https://soilwise-he.github.io/soil-health#NitricAcid,nitric acid,
nitric oxide,TRUE,0.9,https://soilwise-he.github.io/soil-health#NitricOxide,nitric oxide,
nitrogen amount,TRUE,0.85,https://soilwise-he.github.io/soil-health#NitrogenAmount,nitrogen amount,
nitrogen availability,TRUE,0.95,https://soilwise-he.github.io/soil-health#NitrogenAvailability,nitrogen availability,
nitrogen dynamics,TRUE,0.92,https://soilwise-he.github.io/soil-health#NitrogenDynamics,nitrogen dynamics,
nitrogen sources,TRUE,0.93,https://soilwise-he.github.io/soil-health#NitrogenSources,nitrogen sources,
nitrogen-depleted soils,FALSE,0.95,https://soilwise-he.github.io/soil-health#NitrogendepletedSoils,nitrogen-depleted soils,
nitrogenous fertiliser need,FALSE,0.85,https://soilwise-he.github.io/soil-health#NitrogenousFertiliserNeed,nitrogenous fertiliser need,fertiliser nitrogen need
nitrous oxide,TRUE,0.95,https://soilwise-he.github.io/soil-health#NitrousOxide,nitrous oxide,
nitrous oxide release,TRUE,0.92,https://soilwise-he.github.io/soil-health#NitrousOxideRelease,nitrous oxide release,
non-agricultural ecosystems,FALSE,0.85,https://soilwise-he.github.io/soil-health#NonagriculturalEcosystems,non-agricultural ecosystems,
non-agricultural soil,FALSE,0.85,https://soilwise-he.github.io/soil-health#NonagriculturalSoil,non-agricultural soil,
non-agricultural systems,FALSE,0.9,https://soilwise-he.github.io/soil-health#NonagriculturalSystems,non-agricultural systems,
non-artificial land,FALSE,0.8,https://soilwise-he.github.io/soil-health#NonartificialLand,non-artificial land,
non-point soil pollution,TRUE,0.85,https://soilwise-he.github.io/soil-health#NonpointSoilPollution,non-point soil pollution,
non-soil indicators,FALSE,0.95,https://soilwise-he.github.io/soil-health#NonsoilIndicators,non-soil indicators,
north,FALSE,0.9,https://soilwise-he.github.io/soil-health#North,north,
number of contaminated sites,FALSE,0.97,https://soilwise-he.github.io/soil-health#NumberOfContaminatedSites,number of contaminated sites,
nutrient buffering capacity,TRUE,0.95,https://soilwise-he.github.io/soil-health#NutrientBufferingCapacity,nutrient buffering capacity,
nutrient concentration analysis,FALSE,0.93,https://soilwise-he.github.io/soil-health#NutrientConcentrationAnalysis,nutrient concentration analysis,
nutrient cycling,TRUE,0.95,https://soilwise-he.github.io/soil-health#NutrientCycling,nutrient cycling,
nutrient depletion,TRUE,0.93,https://soilwise-he.github.io/soil-health#NutrientDepletion,nutrient depletion,
nutrient dynamics,TRUE,0.93,https://soilwise-he.github.io/soil-health#NutrientDynamics,nutrient dynamics,
nutrient excesses,FALSE,0.8,https://soilwise-he.github.io/soil-health#NutrientExcesses,nutrient excesses,
nutrient exchange,TRUE,0.92,https://soilwise-he.github.io/soil-health#NutrientExchange,nutrient exchange,
nutrient inputs,TRUE,0.9,https://soilwise-he.github.io/soil-health#NutrientInputs,nutrient inputs,
nutrient limitations,TRUE,0.85,https://soilwise-he.github.io/soil-health#NutrientLimitations,nutrient limitations,
nutrient mobilisation capacity,TRUE,0.85,https://soilwise-he.github.io/soil-health#NutrientMobilisationCapacity,nutrient mobilisation capacity,
nutrient output in vegetation,FALSE,0.85,https://soilwise-he.github.io/soil-health#NutrientOutputInVegetation,nutrient output in vegetation,
nutrient output to air,FALSE,0.9,https://soilwise-he.github.io/soil-health#NutrientOutputToAir,nutrient output to air,
nutrient output to water,FALSE,0.85,https://soilwise-he.github.io/soil-health#NutrientOutputToWater,nutrient output to water,
nutrient release,TRUE,0.98,https://soilwise-he.github.io/soil-health#NutrientRelease,nutrient release,
nutrient storage,TRUE,0.92,https://soilwise-he.github.io/soil-health#NutrientStorage,nutrient storage,
nutrient turnover,TRUE,0.95,https://soilwise-he.github.io/soil-health#NutrientTurnover,nutrient turnover,
nutrient uptake,TRUE,0.92,https://soilwise-he.github.io/soil-health#NutrientUptake,nutrient uptake,
nutrients,TRUE,0.91,https://soilwise-he.github.io/soil-health#Nutrients,nutrients,
obligatory parameters,FALSE,0.95,https://soilwise-he.github.io/soil-health#ObligatorySoilParameters,obligatory parameters,
observable soil properties,FALSE,0.85,https://soilwise-he.github.io/soil-health#ObservableSoilProperties,observable soil properties,
offsite damage,FALSE,0.85,https://soilwise-he.github.io/soil-health#OffsiteDamage,offsite damage,
offsite effects of soil erosion,FALSE,0.95,https://soilwise-he.github.io/soil-health#OffsiteEffectsOfSoilErosion,offsite effects of soil erosion,
offsite pollution,FALSE,0.95,https://soilwise-he.github.io/soil-health#OffsitePollution,offsite pollution,
offsite soil loss,TRUE,0.85,https://soilwise-he.github.io/soil-health#OffsiteSoilLosses,offsite soil loss,
omnivores,FALSE,0.9,https://soilwise-he.github.io/soil-health#Omnivores,omnivores,
onsite effects of soil erosion,FALSE,0.95,https://soilwise-he.github.io/soil-health#OnsiteEffectsOfSoilErosion,onsite effects of soil erosion,
onsite soil loss,FALSE,0.83,https://soilwise-he.github.io/soil-health#OnsiteSoilLosses,onsite soil loss,
optimal SOC contents,FALSE,0.95,https://soilwise-he.github.io/soil-health#OptimalSOCContents,optimal SOC contents,
optimal yields,FALSE,0.95,https://soilwise-he.github.io/soil-health#OptimalYields,optimal yields,
optimum crop production,FALSE,0.98,https://soilwise-he.github.io/soil-health#OptimumCropProduction,optimum crop production,
optimum SOC clay ratio,FALSE,0.92,https://soilwise-he.github.io/soil-health#OptimumSOCClayRatio,optimum SOC clay ratio,
organic compounds,TRUE,0.85,https://soilwise-he.github.io/soil-health#OrganicCompounds,organic compounds,
organic farms,FALSE,0.95,https://soilwise-he.github.io/soil-health#OrganicFarms,organic farms,
organic horizons,TRUE,0.95,https://soilwise-he.github.io/soil-health#OrganicHorizons,organic horizons,
organic layer,TRUE,0.95,https://soilwise-he.github.io/soil-health#OrganicLayer,organic layer,
organic management,FALSE,0.85,https://soilwise-he.github.io/soil-health#OrganicManagement,organic management,
organic material,TRUE,0.95,https://soilwise-he.github.io/soil-health#OrganicMaterial,organic material,
organic material amount,FALSE,0.85,https://soilwise-he.github.io/soil-health#OrganicMaterialAmount,organic material amount,
organic material quality,FALSE,0.85,https://soilwise-he.github.io/soil-health#OrganicMaterialQuality,organic material quality,
organic matter accumulation,TRUE,0.9,https://soilwise-he.github.io/soil-health#OrganicMatterAccumulation,organic matter accumulation,
organic pollutants,TRUE,0.92,https://soilwise-he.github.io/soil-health#OrganicPollutants,organic pollutants,
organic residue cover,TRUE,0.95,https://soilwise-he.github.io/soil-health#OrganicResidueCover,organic residue cover,
organic soil improvers,TRUE,0.85,https://soilwise-he.github.io/soil-health#OrganicSoilImprovers,organic soil improvers,
organic soil N stock,TRUE,0.9,https://soilwise-he.github.io/soil-health#OrganicSoilNStock,organic soil N stock,
organic solids,TRUE,0.85,https://soilwise-he.github.io/soil-health#OrganicSolids,organic solids,
organochlorine pesticides,TRUE,0.95,https://soilwise-he.github.io/soil-health#OrganochlorinePesticides,organochlorine pesticides,
overflow,FALSE,0.95,https://soilwise-he.github.io/soil-health#Overflow,overflow,
overgrazing,FALSE,0.9,https://soilwise-he.github.io/soil-health#Overgrazing,overgrazing,
oxic,TRUE,0.85,https://soilwise-he.github.io/soil-health#Oxic,oxic,
oxides,TRUE,0.8,https://soilwise-he.github.io/soil-health#Oxides,oxides,
oxygen,FALSE,0.85,https://soilwise-he.github.io/soil-health#Oxygen,oxygen,
oxygen consumed by microbial respiration,TRUE,0.9,https://soilwise-he.github.io/soil-health#OxygenConsumedByMicrobialRespiration,oxygen consumed by microbial respiration,
PAHs,TRUE,0.93,https://soilwise-he.github.io/soil-health#PAHs,,PAHs
P accumulation,TRUE,0.88,https://soilwise-he.github.io/soil-health#PAccumulation,P accumulation,
polychlorinated biphenyls,TRUE,0.97,https://soilwise-he.github.io/soil-health#PCBs,polychlorinated biphenyls,PCBs
PCDD,TRUE,0.95,https://soilwise-he.github.io/soil-health#PCDD,,PCDD
PCDF,TRUE,0.85,https://soilwise-he.github.io/soil-health#PCDF,,PCDF
P concentration,TRUE,0.95,https://soilwise-he.github.io/soil-health#PConcentration,P concentration,
P critical levels,FALSE,0.85,https://soilwise-he.github.io/soil-health#PCriticalLevels,P critical levels,
P deposition,TRUE,0.9,https://soilwise-he.github.io/soil-health#PDeposition,P deposition,
P dynamics,FALSE,0.7,https://soilwise-he.github.io/soil-health#PDynamics,P dynamics,
PFAS,TRUE,0.95,https://soilwise-he.github.io/soil-health#PFAS,,PFAS
P fertilisation,FALSE,0.85,https://soilwise-he.github.io/soil-health#PFertilisation,P fertilisation,
P fertiliser inputs,FALSE,0.85,https://soilwise-he.github.io/soil-health#PFertiliserInputs,P fertiliser inputs,
P inputs,TRUE,0.9,https://soilwise-he.github.io/soil-health#PInputs,P inputs,
P limitation,FALSE,0.9,https://soilwise-he.github.io/soil-health#PLimitation,P limitation,
P losses,TRUE,0.9,https://soilwise-he.github.io/soil-health#PLosses,P losses,
PPP application,FALSE,0.85,https://soilwise-he.github.io/soil-health#PPPApplication,PPP application,
PPP detection limit,FALSE,0.85,https://soilwise-he.github.io/soil-health#PPPDetectionLimit,PPP detection limit,
PPP leaching,TRUE,0.85,https://soilwise-he.github.io/soil-health#PPPLeaching,PPP leaching,
PPP limit values,FALSE,0.85,https://soilwise-he.github.io/soil-health#PPPLimitValues,PPP limit values,
PPP threshold level,FALSE,0.85,https://soilwise-he.github.io/soil-health#PPPThresholdLevel,PPP threshold level,
P runoff,TRUE,0.85,https://soilwise-he.github.io/soil-health#PRunoff,P runoff,
P supply,TRUE,0.85,https://soilwise-he.github.io/soil-health#PSupply,P supply,
P target levels,FALSE,0.87,https://soilwise-he.github.io/soil-health#PTargetLevels,P target levels,
P weathering,TRUE,0.85,https://soilwise-he.github.io/soil-health#PWeathering,P weathering,
parent material,TRUE,1,https://soilwise-he.github.io/soil-health#ParentMaterial,parent material,
parking areas,FALSE,0.97,https://soilwise-he.github.io/soil-health#ParkingAreas,parking areas,
particle arrangement,TRUE,0.85,https://soilwise-he.github.io/soil-health#ParticleArrangement,particle arrangement,
particle surface accessibility,FALSE,0.7,https://soilwise-he.github.io/soil-health#ParticleSurfaceAccessibility,particle surface accessibility,
PPPs used in the past,FALSE,0.98,https://soilwise-he.github.io/soil-health#PastPPPs,PPPs used in the past,
pastures,FALSE,0.9,https://soilwise-he.github.io/soil-health#Pastures,pastures,
pavement lifetime,FALSE,0.9,https://soilwise-he.github.io/soil-health#PavementLifetime,pavement lifetime,
paving cracks,FALSE,0.95,https://soilwise-he.github.io/soil-health#PavingCracks,paving cracks,
peat,TRUE,0.98,https://soilwise-he.github.io/soil-health#Peat,peat,
peat soils,TRUE,0.95,https://soilwise-he.github.io/soil-health#PeatSoils,peat soils,
pedogenic processes,TRUE,0.98,https://soilwise-he.github.io/soil-health#PedogenicProcesses,pedogenic processes,
pedo-transfer functions,TRUE,0.92,https://soilwise-he.github.io/soil-health#PedotransferFunctions,pedo-transfer functions,
people,FALSE,1,https://soilwise-he.github.io/soil-health#People,people,
percolating soil solution,TRUE,0.85,https://soilwise-he.github.io/soil-health#PercolatingSoilSolution,percolating soil solution,
perfluorooctanoic acid,TRUE,0.95,https://soilwise-he.github.io/soil-health#PerfluorooctanoicAcid,perfluorooctanoic acid,PFOA
performance monitoring and evaluation framework,FALSE,0.95,https://soilwise-he.github.io/soil-health#PerformanceMonitoringEvaluationFramework,performance monitoring and evaluation framework,
permanent gullying,FALSE,0.85,https://soilwise-he.github.io/soil-health#PermanentGullying,permanent gullying,
permanent loads,FALSE,0.8,https://soilwise-he.github.io/soil-health#PermanentLoads,permanent loads,
permeability,TRUE,0.98,https://soilwise-he.github.io/soil-health#Permeability,permeability,
permeable green area extension,FALSE,0.85,https://soilwise-he.github.io/soil-health#PermeableGreenAreaExtension,permeable green area extension,
persistent organic pollutants,TRUE,0.97,https://soilwise-he.github.io/soil-health#PersistentOrganicPollutants,persistent organic pollutants,
Phaeozems,TRUE,1,https://soilwise-he.github.io/soil-health#Phaeozems,Phaeozems,
phenotype-based indicators,FALSE,0.7,https://soilwise-he.github.io/soil-health#PhenotypebasedIndicators,phenotype-based indicators,
phenotypic methods,FALSE,0.85,https://soilwise-he.github.io/soil-health#PhenotypicMethods,phenotypic methods,
phosphates,TRUE,0.92,https://soilwise-he.github.io/soil-health#Phosphates,phosphates,
phosphorus amount,FALSE,0.95,https://soilwise-he.github.io/soil-health#PhosphorusAmount,phosphorus amount,
phosphorus availability,TRUE,0.95,https://soilwise-he.github.io/soil-health#PhosphorusAvailability,phosphorus availability,
phosphorus run-off,TRUE,0.93,https://soilwise-he.github.io/soil-health#PhosphorusRunoff,phosphorus run-off,
physical compressive processes,FALSE,0.85,https://soilwise-he.github.io/soil-health#PhysicalCompressiveProcesses,physical compressive processes,
physical disturbance,TRUE,0.85,https://soilwise-he.github.io/soil-health#PhysicalDisturbance,physical disturbance,
physical impacts on soil,FALSE,0.88,https://soilwise-he.github.io/soil-health#PhysicalImpactsOnSoil,physical impacts on soil,
physical properties affecting root development,FALSE,0.95,https://soilwise-he.github.io/soil-health#PhysicalPropertiesAffectingRootDevelopment,physical properties affecting root development,
soil physical parameters,TRUE,0.9,https://soilwise-he.github.io/soil-health#PhysicalSoilParameters,soil physical parameters,
physico-chemical processes,TRUE,0.9,https://soilwise-he.github.io/soil-health#PhysicochemicalProcesses,physico-chemical processes,
phytophagous nematodes,TRUE,0.85,https://soilwise-he.github.io/soil-health#PhytophagousNematodes,phytophagous nematodes,
piping erosion,TRUE,0.95,https://soilwise-he.github.io/soil-health#PipingErosion,piping erosion,
pitfall traps,TRUE,0.85,https://soilwise-he.github.io/soil-health#PitfallTraps,pitfall traps,
plant available N contents,FALSE,0.9,https://soilwise-he.github.io/soil-health#PlantAvailableNContents,plant available N contents,
plant available P contents,FALSE,0.8,https://soilwise-he.github.io/soil-health#PlantAvailablePContents,plant available P contents,
plant cover,TRUE,0.92,https://soilwise-he.github.io/soil-health#PlantCover,plant cover,
plant growth,FALSE,0.8,https://soilwise-he.github.io/soil-health#PlantGrowth,plant growth,
plant health,FALSE,0.85,https://soilwise-he.github.io/soil-health#PlantHealth,plant health,
plant nutrient leaching,TRUE,0.97,https://soilwise-he.github.io/soil-health#PlantNutrientLeaching,plant nutrient leaching,
plant nutrients,TRUE,0.92,https://soilwise-he.github.io/soil-health#PlantNutrients,plant nutrients,
plant P uptake,TRUE,0.85,https://soilwise-he.github.io/soil-health#PlantPUptake,plant P uptake,
plant part,FALSE,0.85,https://soilwise-he.github.io/soil-health#PlantPart,plant part,
plant protection products,FALSE,0.8,https://soilwise-he.github.io/soil-health#PlantProtectionProducts,plant protection products,PPPs
plant residues,TRUE,0.95,https://soilwise-he.github.io/soil-health#PlantResidues,plant residues,
plant species diversity,TRUE,0.85,https://soilwise-he.github.io/soil-health#PlantSpeciesDiversity,plant species diversity,
plant species of origin,FALSE,0.93,https://soilwise-he.github.io/soil-health#PlantSpeciesOfOrigin,plant species of origin,
plant uptake,TRUE,0.9,https://soilwise-he.github.io/soil-health#PlantUptake,plant uptake,
plants,FALSE,0.9,https://soilwise-he.github.io/soil-health#Plants,plants,
plants rooting,FALSE,0.92,https://soilwise-he.github.io/soil-health#PlantsRooting,plants rooting,
plastic soil deformation,TRUE,0.92,https://soilwise-he.github.io/soil-health#PlasticSoilDeformation,plastic soil deformation,
plastics,FALSE,0.9,https://soilwise-he.github.io/soil-health#Plastics,plastics,
platy structure,TRUE,0.95,https://soilwise-he.github.io/soil-health#PlatyStructure,platy structure,
plot-based monitoring approaches,FALSE,0.9,https://soilwise-he.github.io/soil-health#PlotbasedMonitoringApproaches,plot-based monitoring approaches,
ploughing,FALSE,0.95,https://soilwise-he.github.io/soil-health#Ploughing,ploughing,
podsols,TRUE,0.95,https://soilwise-he.github.io/soil-health#Podsols,podsols,
Podzols,TRUE,0.98,https://soilwise-he.github.io/soil-health#Podzols,Podzols,
point source polluted site sampling,FALSE,0.95,https://soilwise-he.github.io/soil-health#PointSourcePollutedSiteSampling,point source polluted site sampling,
point source polluted sites,FALSE,0.92,https://soilwise-he.github.io/soil-health#PointSourcePollutedSites,point source polluted sites,
point source pollution indicators,FALSE,0.85,https://soilwise-he.github.io/soil-health#PointSourcePollutionIndicators,point source pollution indicators,
point source pollution sub-indicators,FALSE,0.95,https://soilwise-he.github.io/soil-health#PointSourcePollutionSubindicators,point source pollution sub-indicators,
point source soil pollution,TRUE,0.85,https://soilwise-he.github.io/soil-health#PointSourceSoilPollution,point source soil pollution,point source pollution
point sources,TRUE,0.85,https://soilwise-he.github.io/soil-health#PointSources,point sources,
policy,FALSE,1,https://soilwise-he.github.io/soil-health#Policy,policy,
policy commitments,FALSE,0.98,https://soilwise-he.github.io/soil-health#PolicyCommitments,policy commitments,
pollutant,FALSE,0.9,https://soilwise-he.github.io/soil-health#Pollutant,pollutant,
pollutant application,FALSE,0.8,https://soilwise-he.github.io/soil-health#PollutantApplication,pollutant application,
pollutant concentration in harvested product,FALSE,0.85,https://soilwise-he.github.io/soil-health#PollutantConcentrationInHarvestedProduct,pollutant concentration in harvested product,
pollutant distribution,TRUE,0.8,https://soilwise-he.github.io/soil-health#PollutantDistribution,pollutant distribution,
pollutant emissions,FALSE,0.8,https://soilwise-he.github.io/soil-health#PollutantEmissions,pollutant emissions,
pollutant exposure,FALSE,0.8,https://soilwise-he.github.io/soil-health#PollutantExposure,pollutant exposure,
pollutant inputs,TRUE,0.85,https://soilwise-he.github.io/soil-health#PollutantInputs,pollutant inputs,
pollutant inputs in arable cropping systems,FALSE,0.85,https://soilwise-he.github.io/soil-health#PollutantInputsInArableCroppingSystems,pollutant inputs in arable cropping systems,
pollutant inputs in extensively managed land use forms,FALSE,0.92,https://soilwise-he.github.io/soil-health#PollutantInputsInExtensivelyManagedLandUseForms,pollutant inputs in extensively managed land use forms,
pollutant pattern,FALSE,0.8,https://soilwise-he.github.io/soil-health#PollutantPattern,pollutant pattern,
pollutant risk indicators,FALSE,0.8,https://soilwise-he.github.io/soil-health#PollutantRiskIndicators,pollutant risk indicators,
polluted sediment deposition,FALSE,0.9,https://soilwise-he.github.io/soil-health#PollutedSedimentDeposition,polluted sediment deposition,
polluted soils,FALSE,0.95,https://soilwise-he.github.io/soil-health#PollutedSoils,polluted soils,
pollution destination,FALSE,0.92,https://soilwise-he.github.io/soil-health#PollutionDestination,pollution destination,
pollution pattern analyses,FALSE,0.93,https://soilwise-he.github.io/soil-health#PollutionPatternAnalyses,pollution pattern analyses,
pollution sources,FALSE,0.82,https://soilwise-he.github.io/soil-health#PollutionSources,pollution sources,
polyfluorinated compounds,TRUE,0.9,https://soilwise-he.github.io/soil-health#PolyfluorinatedCompounds,polyfluorinated compounds,PFCs
poor drainage,FALSE,0.95,https://soilwise-he.github.io/soil-health#PoorDrainage,poor drainage,
poor drainage conditions,FALSE,0.97,https://soilwise-he.github.io/soil-health#PoorDrainageConditions,poor drainage conditions,
poor drainage maintenance,FALSE,1,https://soilwise-he.github.io/soil-health#PoorDrainageMaintenance,poor drainage maintenance,
population density,FALSE,0.92,https://soilwise-he.github.io/soil-health#PopulationDensity,population density,
